HtScaffold0001:72387-73030(-)	29.5	51.9	51.9	69.9	100.0	97.7	100.0	82.6	100.0	91.8	92.2	61.7	51.6	97.7	94.2	0	51.2		100.0
HtScaffold0001:73091-82165(-)	31.5	48.7	49.0	47.2	100.0	95.9	62.7	94.1	100.0	78.5	68.6	64.5	49.0	74.2	93.3	97.5	49.9		82.3
HtScaffold0001:82201-85143(-)	28.7	53.0	54.0	100.0	99.0	96.7	94.5	53.2	85.7	100.0	43.9	99.4	52.0	100.0	98.9	98.6	58.1		84.6
HtScaffold0001:99228-100662(+)	33.2	100.0	100.0	96.5	88.7	47.0	100.0	95.8	85.2	97.9	49.2	62.6	99.3	89.3	68.5	99.0	100.0		42.8
HtScaffold0002:11745-11824(-)	26.5	22.7	22.7	98.7	43.7	96.7	64.0	54.1	80.7	94.4	52.4	99.5	33.3	90.9	65.0	93.4	33.3		88.6
HtScaffold0002:13573-13579(-)	0	33.3	33.3	57.9	82.8	48.5	100.0	94.7	84.2	100.0	98.8	43.6	46.9	82.3	100.0	100.0	46.5		98.2
HtScaffold0002:13665-15458(-)	31.6	46.6	46.6	78.0	97.8	98.1	86.7	50.3	74.6	100.0	94.8	74.0	44.4	67.1	88.3	98.6	97.9		79.0
HtScaffold0002:17384-17402(-)	44.4	44.4	44.4	98.2	100.0	91.8	99.4	50.9	96.4	93.9	94.2	99.5	99.4	80.6	94.1	90.4	87.5		100.0
HtScaffold0002:17760-19362(+)	29.7	100.0	100.0	94.9	100.0	100.0	100.0	55.1	0	91.0	98.1	55.8	51.3	68.6	72.0	87.2	48.3		100.0
HtScaffold0002:24329-24401(-)	19.4	55.5	55.5	71.0	72.3	47.7	92.7	98.0	0	44.8	45.2	60.3	43.6	45.9	95.1	84.3	98.9		88.9
HtScaffold0002:24884-24971(-)	27.5	43.6	43.6	97.1	99.5	95.5	97.5	93.9	94.2	93.5	95.0	58.5	48.7	57.1	62.7	100.0	50.5		89.2
HtScaffold0002:25279-28033(-)	25.8	48.2	48.2	55.7	90.1	84.8	98.5	100.0	91.0	100.0	100.0	100.0	99.0	97.9	84.6	88.6	50.0		100.0
HtScaffold0002:30221-32432(+)	31.4	100.0	100.0	94.5	89.2	97.0	88.3	92.4	84.7	69.8	93.6	100.0	49.2	94.4	65.7	87.3	49.7		100.0
HtScaffold0002:33619-34692(-)	31.8	50.1	50.1	92.2	37.9	65.5	94.4	62.6	47.7	92.5	48.3	99.2	50.6	91.4	45.9	90.8	100.0		86.4
HtScaffold0002:34863-35080(-)	31.7	49.7	49.7	99.8	87.7	96.8	100.0	94.2	52.1	100.0	96.3	99.0	49.2	95.8	100.0	88.6	100.0		100.0
HtScaffold0002:37148-40382(-)	35.0	49.2	49.2	45.7	79.0	81.7	88.7	50.4	90.7	100.0	88.8	66.1	100.0	45.9	99.6	100.0	99.7		99.5
HtScaffold0002:56684-56710(+)	23.0	100.0	100.0	97.1	100.0	100.0	81.1	57.6	100.0	100.0	96.9	99.7	98.7	83.0	90.9	89.7	100.0		76.0
HtScaffold0002:56770-56847(+)	22.0	100.0	100.0	79.9	100.0	100.0	53.6	44.6	94.2	100.0	89.2	72.4	100.0	92.5	100.0	94.7	98.3		90.5
HtScaffold0002:56956-57053(+)	31.9	100.0	100.0	85.3	93.8	90.9	100.0	47.2	86.6	90.8	96.8	76.2	98.0	100.0	93.7	91.3	48.8		90.4
HtScaffold0002:60488-60592(+)	33.6	100.0	100.0	100.0	80.4	96.6	68.0	49.5	48.8	100.0	46.7	44.4	98.9	100.0	43.8	49.2	100.0		78.3
HtScaffold0002:60619-61500(+)	30.0	100.0	100.0	100.0	92.9	80.8	95.7	92.8	88.6	85.1	98.1	49.3	98.8	48.3	45.0	100.0	52.1		89.3
HtScaffold0003:10180-10270(+)	32.2	100.0	100.0	61.8	100.0	100.0	99.2	96.0	69.1	90.1	78.3	99.2	99.2	36.7	68.1	87.0	0		98.5
HtScaffold0003:10483-11629(+)	31.9	100.0	100.0	70.7	73.3	97.1	70.4	96.3	91.1	100.0	95.7	98.8	49.0	93.8	89.7	100.0	49.5		80.3
HtScaffold0003:49785-52971(-)	30.1	48.9	48.9	97.0	48.0	82.2	100.0	100.0	90.8	68.1	100.0	99.5	99.7	0	100.0	79.4	53.4		4.9
HtScaffold0003:56775-57225(+)	36.6	100.0	100.0	89.0	64.5	87.8	100.0	100.0	86.1	86.8	57.5	99.1	50.9	85.2	100.0	97.2	44.4		86.5
HtScaffold0003:57352-57513(-)	32.9	52.1	52.1	100.0	100.0	98.5	99.1	94.9	50.3	77.4	95.2	45.0	0	91.4	100.0	100.0	44.1		80.0
HtScaffold0003:57571-57577(-)	16.6	0	0	92.4	72.7	97.2	95.1	47.7	83.0	94.1	70.5	50.4	49.0	82.1	48.8	97.2	52.0		92.4
HtScaffold0003:59314-60917(-)	30.1	49.0	49.0	76.6	89.8	72.3	81.2	47.8	89.0	66.2	98.4	97.8	52.7	95.0	38.1	100.0	0		87.3
HtScaffold0003:6560-8450(-)	26.4	52.3	52.3	88.3	100.0	90.0	35.6	51.2	87.4	84.1	100.0	100.0	44.4	46.5	94.4	15.1	0		97.4
HtScaffold0003:77172-77208(-)	41.6	44.4	44.4	94.9	77.7	65.2	86.3	50.0	100.0	100.0	77.0	100.0	43.2	52.6	77.5	35.4	45.5		83.2
HtScaffold0003:77406-77547(-)	35.4	43.9	43.9	97.8	71.4	56.0	75.0	94.4	85.4	75.1	94.6	100.0	56.8	90.9	50.6	65.3	50.0		61.4
HtScaffold0003:77738-77863(-)	22.4	54.4	54.4	84.3	98.7	70.2	85.9	100.0	57.9	100.0	73.1	98.3	22.2	78.5	83.2	84.5	100.0		100.0
HtScaffold0003:77914-77925(-)	27.2	0	0	79.6	37.0	95.4	100.0	100.0	96.7	85.2	85.8	68.3	49.3	76.2	84.1	81.3	99.9		88.2
HtScaffold0003:77958-77967(-)	33.3	0	0	96.6	98.9	78.1	95.9	100.0	89.0	98.2	83.3	99.3	52.4	95.4	99.5	100.0	98.3		96.0
HtScaffold0003:78047-78195(-)	29.7	50.0	50.0	97.9	100.0	100.0	90.6	93.0	71.1	100.0	90.9	50.0	98.8	100.0	46.5	99.5	100.0		98.5
HtScaffold0003:78472-78575(-)	30.0	52.4	52.4	77.0	87.8	100.0	93.2	96.5	85.6	80.1	91.3	66.9	98.1	97.8	89.8	85.3	100.0		86.6
HtScaffold0003:80514-80683(+)	35.5	100.0	100.0	88.8	67.5	71.7	94.8	47.4	98.9	47.6	80.0	71.4	99.0	51.6	55.0	90.0	99.6		94.9
HtScaffold0003:80716-82488(+)	28.8	100.0	100.0	100.0	100.0	66.6	95.8	54.4	87.7	35.4	80.2	35.9	100.0	61.2	84.3	96.5	48.4		85.9
HtScaffold0004:38956-39904(+)	32.9	100.0	100.0	64.6	77.1	81.5	93.3	93.3	84.6	82.3	100.0	56.2	97.1	89.1	91.4	91.8	47.8		89.2
HtScaffold0004:42713-42754(+)	46.3	100.0	100.0	53.8	97.3	65.7	100.0	83.0	84.8	78.0	93.1	67.7	99.4	74.6	97.6	92.8	52.1		100.0
HtScaffold0004:43199-43234(+)	31.4	100.0	100.0	55.8	90.6	100.0	97.6	59.8	60.2	100.0	96.3	64.8	48.4	93.3	100.0	88.9	50.0		100.0
HtScaffold0004:43490-44068(+)	33.5	100.0	100.0	49.2	84.7	98.9	82.8	57.3	92.1	84.7	92.8	99.7	46.4	68.8	51.8	100.0	100.0		100.0
HtScaffold0004:61112-61397(-)	39.2	48.4	48.4	100.0	85.3	73.8	95.2	69.0	87.7	100.0	71.4	49.4	50.4	82.4	63.0	99.7	100.0		100.0
HtScaffold0004:61879-61950(-)	38.0	45.0	45.0	76.3	89.6	96.9	73.2	59.5	73.3	94.3	83.5	56.3	50.0	63.2	85.7	82.1	100.0		100.0
HtScaffold0004:62048-62298(-)	36.4	50.4	50.4	97.5	100.0	88.3	91.3	93.7	82.4	93.3	100.0	99.6	98.2	95.1	93.4	89.4	97.7		78.1
HtScaffold0004:62372-62396(-)	20.8	50.0	50.0	87.9	100.0	95.6	80.7	48.8	86.8	71.8	64.6	70.3	98.9	100.0	72.8	79.0	100.0		100.0
HtScaffold0004:64021-64194(+)	32.3	100.0	100.0	67.9	81.4	93.2	100.0	94.3	87.5	81.7	56.0	61.0	96.6	75.5	86.8	98.6	100.0		85.2
HtScaffold0004:64389-64878(+)	35.1	100.0	100.0	54.9	100.0	87.7	96.7	50.8	99.4	96.0	62.4	99.0	100.0	94.8	95.7	100.0	93.6		100.0
HtScaffold0004:65071-65190(+)	23.5	100.0	100.0	76.9	100.0	81.7	68.4	61.0	68.8	92.7	48.8	100.0	100.0	99.5	100.0	84.6	99.6		100.0
HtScaffold0004:67416-67460(+)	59.0	100.0	100.0	93.5	90.4	78.2	100.0	100.0	81.3	100.0	89.8	98.6	100.0	63.2	58.2	89.7	47.4		86.5
HtScaffold0004:80125-80215(+)	32.2	100.0	100.0	98.9	4.2	84.8	100.0	96.1	95.2	100.0	70.8	100.0	98.3	80.4	88.0	100.0	51.3		87.4
HtScaffold0004:80543-80602(+)	38.9	100.0	100.0	80.0	80.0	46.7	74.8	100.0	85.4	100.0	96.8	65.3	100.0	100.0	91.7	96.2	99.3		98.9
HtScaffold0004:80851-81038(+)	33.1	100.0	100.0	72.2	58.3	39.8	75.7	95.2	40.2	100.0	100.0	55.2	48.5	91.7	100.0	87.2	0		83.1
HtScaffold0004:81228-81516(+)	30.9	100.0	48.3	100.0	99.7	72.1	74.2	51.6	64.9	100.0	100.0	52.7	37.9	91.3	64.7	88.1	47.5		77.5
HtScaffold0005:27691-28047(-)	32.5	48.3	37.9	100.0	100.0	100.0	83.9	50.5	52.4	67.1	76.9	75.6	99.1	71.1	80.5	100.0	48.2		74.6
HtScaffold0005:28647-28726(-)	35.4	37.9	100.0	97.6	89.5	75.4	89.7	66.7	45.7	97.3	65.1	99.5	43.2	78.2	73.1	94.6	51.4		100.0
HtScaffold0005:32636-34358(+)	31.8	100.0	43.2	100.0	81.3	97.2	99.5	93.3	75.5	85.6	50.9	66.9	0	81.5	99.6	68.0	35.2		100.0
HtScaffold0005:34577-34614(-)	27.0	43.2	0	89.2	100.0	83.5	100.0	52.3	61.8	100.0	93.0	67.4	49.3	92.8	94.5	84.7	38.2		86.4
HtScaffold0005:35067-35077(-)	10.0	0	47.5	88.5	99.0	87.3	100.0	54.2	88.1	100.0	96.1	9.0	47.1	95.4	92.1	86.9	50.9		72.5
HtScaffold0005:35630-36374(-)	32.1	47.4	48.2	63.7	99.3	100.0	100.0	46.1	81.0	69.4	79.2	46.1	50.8	97.9	53.7	73.7	52.0		100.0
HtScaffold0005:36750-36945(-)	32.3	48.2	50.3	83.5	100.0	96.9	97.2	45.8	85.4	77.5	54.3	39.0	36.9	88.4	73.6	87.8	100.0		93.2
HtScaffold0005:39048-40338(-)	26.6	50.3	35.2	35.6	97.3	84.5	52.5	52.6	87.2	82.4	59.8	97.7	38.3	63.8	76.3	100.0	46.4		88.0
HtScaffold0005:40396-40981(-)	31.9	35.2	38.7	70.9	20.0	79.8	81.6	53.4	89.7	100.0	98.6	100.0	49.8	83.8	95.3	100.0	52.6		82.7
HtScaffold0005:41015-41516(-)	35.5	38.7	50.3	100.0	100.0	80.5	91.2	98.4	60.4	96.4	74.1	98.2	51.6	96.5	95.9	66.3	99.3		100.0
HtScaffold0005:41542-51096(-)	29.6	50.3	51.1	65.3	82.1	85.8	100.0	100.0	77.9	84.4	94.1	88.8	99.4	33.7	96.7	87.3	52.1		89.5
HtScaffold0005:51327-60758(-)	30.8	51.1	100.0	99.1	100.0	98.1	79.5	97.5	79.3	98.5	96.1	60.6	49.4	28.5	77.7	78.4	52.4		100.0
HtScaffold0005:61609-63184(+)	34.7	100.0	49.4	79.9	94.5	88.8	100.0	100.0	46.8	91.5	86.1	61.7	48.4	54.9	61.6	86.5	100.0		93.3
HtScaffold0005:64768-65249(-)	39.7	49.4	52.6	76.4	72.2	95.0	96.0	49.7	94.7	77.0	80.2	52.5	99.5	68.8	75.9	74.5	99.6		87.1
HtScaffold0005:65865-65960(-)	42.1	52.6	100.0	100.0	79.7	96.1	56.1	77.3	100.0	100.0	69.3	99.4	51.2	53.1	99.7	87.2	100.0		100.0
HtScaffold0005:73023-74322(+)	29.5	100.0	51.3	99.5	100.0	100.0	77.6	93.9	82.6	100.0	85.2	100.0	51.2	50.6	42.2	99.2	100.0		100.0
HtScaffold0006:19562-21065(-)	31.4	51.3	51.5	79.3	64.8	97.6	77.9	100.0	88.2	76.6	45.0	98.8	100.0	47.8	49.2	80.0	99.6		87.5
HtScaffold0006:22341-24531(-)	26.4	51.6	100.0	60.2	86.2	100.0	87.0	94.2	80.3	70.8	38.4	53.0	99.2	95.7	53.5	58.3	100.0		68.9
HtScaffold0006:26017-26031(+)	35.7	100.0	100.0	75.0	98.1	96.8	54.5	52.1	65.3	77.0	67.6	50.8	100.0	60.4	51.1	100.0	52.5		97.9
HtScaffold0006:26221-26288(+)	43.2	100.0	100.0	79.3	81.3	57.4	90.8	51.9	43.1	75.1	100.0	51.9	100.0	90.4	47.8	98.5	52.8		73.1
HtScaffold0006:26599-27274(+)	31.2	100.0	100.0	86.7	100.0	50.0	88.5	51.7	68.2	99.4	76.5	73.2	100.0	99.7	95.7	99.5	48.3		92.8
HtScaffold0006:38919-38935(+)	31.2	100.0	100.0	91.2	92.5	59.5	100.0	52.6	60.9	100.0	80.9	98.5	99.0	100.0	59.2	99.3	52.0		82.6
HtScaffold0006:39002-39128(+)	11.1	95.2	100.0	87.7	100.0	82.4	99.1	96.4	86.0	100.0	66.4	99.6	100.0	80.1	89.2	73.0	99.4		80.7
HtScaffold0006:40135-40213(+)	25.6	100.0	100.0	90.0	48.6	72.5	54.9	96.0	87.5	100.0	98.1	74.5	52.7	100.0	98.4	91.8	51.6		92.5
HtScaffold0006:40342-44802(+)	31.6	99.9	52.2	77.1	88.0	94.8	100.0	94.4	88.1	100.0	100.0	79.8	54.1	51.7	100.0	100.0	51.4		100.0
HtScaffold0006:45338-45386(+)	35.4	100.0	54.6	100.0	87.2	74.9	100.0	79.3	89.3	87.6	85.0	60.7	46.7	89.7	54.4	100.0	9.0		86.2
HtScaffold0006:46361-47195(-)	32.6	52.2	48.1	100.0	82.5	100.0	57.3	68.2	90.8	100.0	72.4	61.9	52.2	46.8	80.3	2.2	46.1		89.7
HtScaffold0007:34916-35527(-)	28.9	54.6	52.0	98.0	64.1	100.0	57.8	51.2	71.1	100.0	96.7	99.2	99.3	63.1	79.2	100.0	40.9		93.2
HtScaffold0007:35678-38033(-)	30.1	48.1	100.0	98.0	99.4	61.1	48.1	61.3	82.9	66.1	93.7	99.3	47.8	72.0	80.0	98.3	53.7		73.0
HtScaffold0007:38065-38507(-)	28.0	52.0	51.9	89.0	84.1	69.0	96.4	94.8	100.0	86.8	74.6	99.2	50.6	71.4	44.8	98.1	30.0		99.1
HtScaffold0007:46879-48481(+)	29.9	100.0	50.5	67.9	90.7	61.2	88.6	94.8	50.0	88.3	64.0	98.1	13.6	38.2	81.1	89.1	35.3		100.0
HtScaffold0007:49259-50567(-)	31.8	51.9	9.0	58.1	82.3	100.0	100.0	98.1	10.3	100.0	77.1	58.9	46.1	44.1	46.8	83.7	99.3		90.2
HtScaffold0007:51507-53355(-)	27.2	50.5	46.1	78.5	91.8	99.0	84.3	96.8	35.3	72.8	76.7	61.0	47.0	58.0	59.7	96.9	100.0		84.7
HtScaffold0007:53522-53544(-)	9.0	9.5	42.3	78.1	96.1	63.7	4.7	49.9	71.3	78.2	88.9	74.4	52.6	54.9	57.3	100.0	100.0		100.0
HtScaffold0007:54125-54138(-)	30.7	46.1	52.6	98.2	93.1	78.1	100.0	52.1	90.2	98.9	83.9	99.7	38.3	79.1	75.6	100.0	100.0		64.5
HtScaffold0007:54269-54354(-)	35.2	42.3	30.0	80.6	100.0	100.0	97.0	64.7	65.9	77.2	95.6	59.1	34.7	100.0	69.2	99.5	60.0		57.6
HtScaffold0007:54605-54662(-)	26.3	52.6	34.7	100.0	98.6	99.1	100.0	95.2	85.4	81.0	82.5	37.9	98.6	100.0	44.1	85.8	50.4		99.7
HtScaffold0007:54891-54951(-)	35.0	30.0	100.0	100.0	67.5	93.2	99.4	96.8	86.2	76.8	87.8	28.5	98.0	90.8	50.9	91.2	47.8		87.7
HtScaffold0008:10157-10410(-)	39.1	34.7	100.0	63.5	81.4	70.3	100.0	50.1	87.1	84.2	90.2	42.4	98.6	94.2	100.0	100.0	99.8		84.1
HtScaffold0008:11740-13660(+)	27.1	99.9	100.0	79.5	100.0	87.2	92.6	28.5	45.5	90.2	92.2	56.0	88.8	67.2	93.6	99.4	100.0		100.0
HtScaffold0008:13685-13736(+)	37.2	100.0	100.0	60.1	84.2	100.0	90.6	41.3	50.0	80.6	92.1	75.4	59.0	52.8	100.0	88.4	97.9		84.9
HtScaffold0008:13912-14200(+)	27.4	100.0	60.0	91.9	70.7	92.5	93.9	47.8	58.5	96.3	95.4	99.6	49.4	51.4	92.9	96.1	50.9		90.2
HtScaffold0008:14272-14281(+)	33.3	100.0	49.2	100.0	100.0	81.5	100.0	46.1	89.7	100.0	100.0	55.3	47.6	60.8	74.1	100.0	50.8		89.3
HtScaffold0008:17876-17976(-)	37.0	60.0	48.2	94.6	76.0	99.5	82.9	48.8	84.9	50.0	94.2	99.4	99.1	91.5	53.1	100.0	51.5		100.0
HtScaffold0008:18008-19137(-)	33.4	49.2	100.0	84.1	92.1	100.0	100.0	47.1	86.4	100.0	59.7	99.3	98.6	74.5	61.0	97.0	45.3		100.0
HtScaffold0008:19181-20400(-)	33.6	48.1	100.0	70.4	98.1	54.7	100.0	94.2	72.2	100.0	53.8	99.2	100.0	100.0	83.9	78.2	99.8		85.9
HtScaffold0008:45763-46747(+)	37.9	100.0	100.0	74.5	100.0	75.4	71.5	58.9	79.7	59.4	75.7	60.7	99.0	93.9	53.4	89.9	99.7		91.3
HtScaffold0008:47029-47102(+)	36.9	100.0	100.0	96.2	72.4	67.6	100.0	94.4	56.6	92.0	63.8	53.4	50.2	92.3	95.1	100.0	98.2		100.0
HtScaffold0008:47639-47663(+)	41.6	100.0	48.6	91.9	98.5	75.4	100.0	95.0	89.7	81.4	92.2	63.8	49.6	87.1	79.7	94.6	53.7		88.2
HtScaffold0008:47919-48545(+)	38.9	100.0	49.3	82.2	80.2	98.7	85.7	93.9	85.0	84.8	69.3	52.4	51.9	73.7	100.0	51.7	57.1		86.7
HtScaffold0008:65925-67176(-)	33.4	48.7	51.1	82.1	100.0	95.4	100.0	58.8	72.1	88.8	92.5	70.3	48.7	52.1	91.3	91.4	53.3		84.7
HtScaffold0008:7160-9382(-)	32.6	49.2	45.3	100.0	100.0	98.3	74.4	46.9	90.3	100.0	100.0	36.3	100.0	36.3	100.0	99.3	51.1		100.0
HtScaffold0008:9438-9790(-)	29.5	51.1	100.0	67.0	87.3	100.0	92.1	88.3	83.5	67.2	57.3	33.3	99.5	73.1	89.4	93.3	47.9		100.0
HtScaffold0008:9889-10092(-)	33.0	45.3	100.0	97.4	100.0	93.7	86.6	46.8	85.7	4.2	70.8	47.9	99.0	100.0	82.8	81.7	98.7		89.2
HtScaffold0009:41127-41190(+)	36.5	100.0	99.8	100.0	99.2	100.0	88.2	49.7	88.5	100.0	58.4	73.1	99.4	100.0	78.1	93.3	98.9		100.0
HtScaffold0009:41829-42802(+)	24.3	99.8	100.0	55.1	95.9	100.0	100.0	53.9	88.2	99.7	58.2	70.0	53.7	46.6	52.5	100.0	99.9		100.0
HtScaffold0009:43197-43709(+)	34.9	99.8	53.7	78.7	89.1	98.0	100.0	50.4	88.3	100.0	100.0	60.1	55.9	58.2	92.5	100.0	99.5		100.0
HtScaffold0009:63971-65153(+)	32.9	100.0	56.1	64.7	99.6	97.3	50.5	38.2	91.0	99.1	94.1	61.1	48.2	46.2	73.5	100.0	50.7		87.0
HtScaffold0009:66351-66459(-)	27.7	53.7	50.1	74.6	100.0	46.0	74.8	44.1	88.1	97.9	57.4	53.9	60.0	45.0	100.0	87.3	51.9		34.4
HtScaffold0009:66780-67364(-)	19.1	56.1	56.9	96.1	100.0	74.5	80.3	58.0	100.0	80.2	64.8	65.5	51.0	100.0	72.2	86.5	49.8		99.3
HtScaffold0009:67539-68443(-)	22.5	50.1	51.5	100.0	100.0	91.1	82.8	52.9	84.4	83.6	100.0	38.2	48.0	34.0	29.8	59.4	88.8		95.0
HtScaffold0009:68788-68918(-)	22.3	56.9	47.9	96.5	87.5	97.4	100.0	62.3	78.3	100.0	96.4	44.1	99.2	55.4	49.4	67.0	99.6		88.4
HtScaffold0011:3081-5829(-)	28.6	51.3	100.0	96.6	100.0	53.8	84.0	100.0	58.9	100.0	90.1	63.6	99.1	96.9	45.0	100.0	50.5		87.0
HtScaffold0011:8160-13968(-)	35.0	47.9	100.0	100.0	100.0	76.0	76.9	100.0	48.0	99.2	66.5	99.1	99.0	72.2	32.9	100.0	25.3		91.6
HtScaffold0012:25041-25311(+)	26.6	100.0	99.9	100.0	77.5	100.0	100.0	94.1	53.1	99.6	88.6	98.9	98.3	59.9	58.4	100.0	28.5		98.5
HtScaffold0012:25513-29464(+)	28.9	99.9	99.9	86.6	95.7	97.6	76.0	94.6	70.3	100.0	94.3	99.7	49.5	50.1	96.7	100.0	42.6		100.0
HtScaffold0013:11072-12521(+)	32.2	99.9	50.2	98.9	100.0	100.0	100.0	53.3	89.3	95.6	93.7	100.0	51.9	91.2	64.5	100.0	51.5		100.0
HtScaffold0013:19019-21521(+)	29.0	99.9	52.2	93.2	98.9	94.9	70.3	52.0	91.3	100.0	82.7	99.1	50.3	100.0	71.9	83.4	52.6		86.1
HtScaffold0013:22534-24145(-)	32.1	50.2	50.0	95.6	77.7	100.0	97.5	29.4	81.5	77.6	97.6	82.5	100.0	78.1	44.4	89.6	54.1		56.9
HtScaffold0013:34422-38709(-)	34.3	52.2	100.0	47.0	100.0	71.3	100.0	51.0	81.7	100.0	100.0	55.7	99.8	61.5	95.3	100.0	44.4		95.3
HtScaffold0013:52656-55956(-)	30.6	50.0	52.9	65.0	74.3	63.1	96.9	49.0	87.6	99.2	50.6	52.2	52.9	56.5	78.6	72.7	50.8		68.1
HtScaffold0014:27948-28011(+)	33.3	100.0	25.3	88.2	100.0	80.1	100.0	95.6	52.2	70.9	70.3	71.6	25.3	95.4	48.3	96.4	51.1		100.0
HtScaffold0014:28555-29284(+)	35.6	100.0	28.5	86.1	88.3	84.1	100.0	53.0	79.2	80.1	61.4	60.5	28.5	92.4	62.9	87.3	99.6		76.4
HtScaffold0014:30555-31413(-)	30.7	52.9	43.8	97.0	90.7	91.1	81.3	95.7	83.6	84.2	66.2	98.8	42.4	71.8	98.1	87.8	100.0		100.0
HtScaffold0014:53959-54408(-)	31.1	25.2	49.8	64.8	100.0	95.4	87.0	100.0	78.3	68.4	94.5	58.4	49.4	62.0	93.8	100.0	45.5		100.0
HtScaffold0014:54445-54480(-)	34.2	28.5	25.0	75.3	100.0	86.8	72.9	94.3	100.0	100.0	94.0	98.8	52.6	68.2	71.9	83.8	99.9		95.3
HtScaffold0014:54517-55005(-)	38.5	43.8	56.0	100.0	100.0	46.9	81.6	94.6	85.4	97.9	91.5	100.0	56.0	74.6	62.2	97.1	100.0		93.3
HtScaffold0014:55825-56118(-)	33.1	49.8	42.5	100.0	99.3	100.0	87.2	100.0	73.1	55.9	100.0	100.0	43.7	74.5	70.9	100.0	100.0		93.7
HtScaffold0014:56176-56195(-)	26.3	52.6	50.6	94.2	96.3	99.4	68.3	95.1	78.3	51.2	92.7	99.1	50.6	73.9	70.4	94.6	47.8		94.9
HtScaffold0014:59678-59960(-)	34.3	56.0	47.8	97.6	86.3	97.4	77.0	94.3	88.7	79.2	91.5	99.5	47.1	76.3	76.3	100.0	50.4		98.7
HtScaffold0014:60165-60414(-)	34.5	42.5	100.0	100.0	42.6	59.1	90.6	96.2	88.1	100.0	91.3	99.1	99.6	89.4	80.0	60.2	49.6		94.3
HtScaffold0016:16523-18100(-)	35.0	50.6	93.3	70.2	74.5	90.4	76.4	52.3	97.7	100.0	100.0	98.3	98.2	66.0	73.9	90.5	50.3		22.2
HtScaffold0016:18600-18742(-)	34.5	47.8	46.1	60.3	100.0	100.0	63.0	50.5	77.9	80.3	100.0	74.5	46.7	82.5	73.9	71.7	45.9		48.8
HtScaffold0016:23633-24548(+)	30.0	100.0	100.0	80.6	89.6	60.0	88.8	49.5	35.5	86.4	99.0	58.7	99.4	80.8	70.9	89.1	36.3		89.6
HtScaffold0016:24675-24733(+)	37.9	100.0	100.0	58.3	92.5	48.1	100.0	82.6	68.0	100.0	100.0	65.9	98.0	91.0	91.0	100.0	21.8		48.0
HtScaffold0016:2726-3944(-)	27.3	46.1	100.0	79.3	100.0	97.8	100.0	60.2	86.0	73.0	99.0	78.5	99.4	97.8	73.6	87.3	46.9		90.8
HtScaffold0016:27397-28653(+)	35.5	100.0	47.8	16.6	100.0	82.1	100.0	100.0	84.4	98.6	96.0	59.1	47.8	95.4	71.9	69.1	50.0		100.0
HtScaffold0016:8213-10172(+)	35.1	100.0	50.4	91.7	89.6	80.9	99.0	94.4	53.7	70.7	44.5	99.3	50.4	100.0	78.9	81.5	47.7		79.9
HtScaffold0016:843-1899(+)	29.2	100.0	50.0	72.6	100.0	98.1	100.0	88.8	82.6	96.3	64.6	99.1	52.2	91.7	74.4	94.6	51.3		100.0
